IP;Latitude;Longitude;Model_Cam;District
10.10.5.13;50.408733;30.491641;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.5.14;50.408836;30.491877;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.5.16;50.408528;30.49177;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.5.17;50.408904;30.49229;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.6.11;50.3664;30.446838;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.6.12;50.366523;30.446827;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.8.11;50.364532;30.445663;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.8.12;50.364583;30.445593;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.9.11;50.407153;30.515416;DS-2CD2655FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.9.12;50.407237;30.515498;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.9.21;50.407074;30.515518;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.9.22;50.407115;30.515486;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.9.23;50.40704;30.515507;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.9.24;50.407113;30.515502;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.100.2.71;50.394192;30.596998;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.100.2.72;50.394505;30.604074;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.100.2.73;50.393959;30.602671;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.100.2.74;50.394413;30.603489;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.18.108;50.382965;30.697372;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.18.109;50.381207;30.699733;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.18.110;50.381138;30.699813;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.18.111;50.385123;30.693753;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.18.112;50.387494;30.690372;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.18.113;50.388776;30.692144;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.18.114;50.389375;30.692668;DS-2DF8436IX-AELW;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.18.115;50.389358;30.692872;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.18.116;50.388838;30.693816;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.141;50.400616;30.636051;DS-2DF8436IX-AELW;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.52.46;50.410778;30.637942;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.10;50.39512;30.616761;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.11;50.39576;30.616369;iDS-2CD9525-ASD;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.12;50.393547;30.617148;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.133;50.398262;30.630831;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.134;50.397877;30.632467;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.135;50.399002;30.634099;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.136;50.397724;30.634907;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.137;50.398846;30.635559;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.138;50.398441;30.637409;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.139;50.396767;30.638308;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.13;50.393494;30.620432;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.140;50.401821;30.636175;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.142;50.40172;30.638069;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.143;50.400776;30.633735;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.144;50.401661;30.633383;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.145;50.401857;30.633122;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.146;50.401799;30.633042;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.147;50.401765;30.633149;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.148;50.401724;30.633079;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.149;50.394866;30.645511;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.14;50.395828;30.618891;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.150;50.394934;30.645447;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.151;50.393679;30.649282;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.152;50.394277;30.650773;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.153;50.394226;30.65087;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.154;50.393414;30.653496;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.155;50.400841;30.651086;DS-2CD1623G0-IZ;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.156;50.401754;30.65166;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.157;50.400472;30.652389;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.158;50.401265;30.652432;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.159;50.400841;30.64916;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.15;50.398513;30.615989;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.160;50.402896;30.651542;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.161;50.403593;30.651456;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.162;50.401726;30.654514;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.163;50.402291;30.654567;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.164;50.40147;30.655259;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.165;50.401603;30.655941;iDS-2CD9525-ASD;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.166;50.401832;30.655984;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.167;50.401744;30.655978;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.168;50.401788;30.655989;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.169;50.393324;30.636974;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.16;50.398595;30.616246;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.17;50.39945;30.615591;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.18;50.399177;30.615597;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.19;50.398845;30.615318;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.20;50.398855;30.615237;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.21;50.401105;30.616053;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.22;50.401187;30.614637;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.23;50.40172;30.614809;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.24;50.401539;30.615683;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.25;50.400776;30.617512;DS-2CD1623G0-IZ;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.26;50.401748;30.618441;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.27;50.401237;30.620575;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.28;50.4016;30.620869;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.29;50.403397;30.622274;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.30;50.405907;30.621037;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.31;50.40497;30.617391;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.32;50.405581;30.613855;DS-2CD1623G0-IZ;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.33;50.4046;30.614299;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.34;50.404928;30.613613;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.35;50.404991;30.614734;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.36;50.405052;30.614734;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.37;50.405242;30.614466;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.38;50.405293;30.61446;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.5;50.395216;30.612899;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.6;50.395148;30.614744;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.7;50.395845;30.615833;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.8;50.395367;30.61513;iDS-2CD9525-ASD;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.63.9;50.39601;30.6188;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.10;50.420779;30.656013;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.11;50.421307;30.655916;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.12;50.421509;30.657797;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.13;50.414165;30.642803;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.14;50.413303;30.644765;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.15;50.413558;30.645524;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.16;50.4126;30.645352;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.17;50.412777;30.646047;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.18;50.419186;30.65488;DS-2CD1623G0-IZ;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.19;50.415057;30.644629;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.20;50.413971;30.646914;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.21;50.415958;30.649193;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.22;50.417063;30.651373;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.23;50.416912;30.652039;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.24;50.410767;30.647186;DS-2CD2T25FHWD-I8;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.5;50.418943;30.655266;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.6;50.419039;30.655421;DS-2CD1623G0-IZ;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.7;50.419275;30.655003;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.8;50.418061;30.656906;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.68.9;50.418103;30.656793;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ_Дарницького р-ну
10.9.69.100;50.418384;30.710037;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ2_Дарницького р-ну
10.9.69.101;50.418384;30.710037;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ2_Дарницького р-ну
10.9.69.51;50.429134;30.642391;DS-2CD4B26FWD-IZS;/БМ Київ/Дарницький район/КСВ2_Дарницького р-ну
10.9.69.52;50.429134;30.642391;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ2_Дарницького р-ну
10.9.69.53;50.429336;30.64224;DS-2CD4026FWD/P-AI;/БМ Київ/Дарницький район/КСВ2_Дарницького р-ну
